# population in each cavity level over  time for $\ket{\Psi(t=0)} = \ket{10}$ (integrated over all qubit levels)
#        t [ns]            0            1            2            3            4            5
       0.000000  9.42543E-01  5.74566E-02  1.07635E-30  2.17137E-32  1.88496E-34  5.89543E-36
       0.025013  9.42542E-01  5.74561E-02  1.07520E-30  2.17062E-32  1.88583E-34  1.25744E-36
       0.050025  9.42540E-01  5.74557E-02  1.07184E-30  2.16849E-32  1.88756E-34  3.43170E-37
       0.075038  9.42538E-01  5.74552E-02  1.06629E-30  2.16492E-32  1.88888E-34  2.12905E-37
       0.100050  9.42536E-01  5.74548E-02  1.05862E-30  2.15980E-32  1.88912E-34  2.28061E-37
       0.125063  9.42535E-01  5.74543E-02  1.04891E-30  2.15301E-32  1.88757E-34  2.55965E-37
       0.150075  9.42533E-01  5.74539E-02  1.03728E-30  2.14439E-32  1.88337E-34  2.74107E-37
       0.175088  9.42531E-01  5.74535E-02  1.02385E-30  2.13377E-32  1.87556E-34  2.82717E-37
       0.200100  9.42529E-01  5.74530E-02  1.00877E-30  2.12100E-32  1.86311E-34  2.85067E-37
       0.225113  9.42527E-01  5.74526E-02  9.92207E-31  2.10594E-32  1.84505E-34  2.83627E-37
       0.250125  9.42526E-01  5.74522E-02  9.74334E-31  2.08848E-32  1.82050E-34  2.79820E-37
       0.275138  9.42524E-01  5.74517E-02  9.55344E-31  2.06856E-32  1.78880E-34  2.74375E-37
       0.300150  9.42522E-01  5.74513E-02  9.35431E-31  2.04618E-32  1.74946E-34  2.67645E-37
       0.325163  9.42520E-01  5.74509E-02  9.14799E-31  2.02140E-32  1.70225E-34  2.59809E-37
       0.350175  9.42518E-01  5.74505E-02  8.93651E-31  1.99439E-32  1.64719E-34  2.50968E-37
       0.375188  9.42516E-01  5.74501E-02  8.72192E-31  1.96535E-32  1.58450E-34  2.41209E-37
       0.400200  9.42515E-01  5.74497E-02  8.50621E-31  1.93460E-32  1.51464E-34  2.30617E-37
       0.425213  9.42513E-01  5.74493E-02  8.29134E-31  1.90253E-32  1.43824E-34  2.19286E-37
       0.450225  9.42511E-01  5.74489E-02  8.07914E-31  1.86960E-32  1.35610E-34  2.07318E-37
       0.475238  9.42509E-01  5.74486E-02  7.87138E-31  1.83633E-32  1.26913E-34  1.94822E-37
       0.500250  9.42507E-01  5.74482E-02  7.66968E-31  1.80329E-32  1.17833E-34  1.81905E-37
       0.525263  9.42505E-01  5.74478E-02  7.47550E-31  1.77110E-32  1.08478E-34  1.68676E-37
       0.550275  9.42503E-01  5.74475E-02  7.29016E-31  1.74037E-32  9.89604E-35  1.55239E-37
       0.575288  9.42502E-01  5.74471E-02  7.11482E-31  1.71174E-32  8.93959E-35  1.41698E-37
       0.600300  9.42500E-01  5.74468E-02  6.95044E-31  1.68581E-32  7.99026E-35  1.28153E-37
       0.625313  9.42498E-01  5.74465E-02  6.79782E-31  1.66316E-32  7.05996E-35  1.14708E-37
       0.650325  9.42496E-01  5.74462E-02  6.65759E-31  1.64431E-32  6.16064E-35  1.01467E-37
       0.675338  9.42494E-01  5.74459E-02  6.53017E-31  1.62971E-32  5.30413E-35  8.85402E-38
       0.700350  9.42492E-01  5.74456E-02  6.41584E-31  1.61974E-32  4.50206E-35  7.60459E-38
       0.725363  9.42490E-01  5.74453E-02  6.31471E-31  1.61470E-32  3.76559E-35  6.41077E-38
       0.750375  9.42488E-01  5.74451E-02  6.22676E-31  1.61479E-32  3.10526E-35  5.28552E-38
       0.775388  9.42486E-01  5.74448E-02  6.15181E-31  1.62011E-32  2.53069E-35  4.24214E-38
       0.800400  9.42484E-01  5.74446E-02  6.08957E-31  1.63067E-32  2.05026E-35  3.29386E-38
       0.825413  9.42482E-01  5.74444E-02  6.03968E-31  1.64641E-32  1.67084E-35  2.45328E-38
       0.850425  9.42480E-01  5.74441E-02  6.00164E-31  1.66715E-32  1.39748E-35  1.73181E-38
       0.875438  9.42478E-01  5.74439E-02  5.97495E-31  1.69267E-32  1.23315E-35  1.13907E-38
       0.900450  9.42476E-01  5.74437E-02  5.95902E-31  1.72265E-32  1.17851E-35  6.82251E-39
       0.925463  9.42474E-01  5.74436E-02  5.95326E-31  1.75674E-32  1.23178E-35  3.65639E-39
       0.950475  9.42472E-01  5.74434E-02  5.95706E-31  1.79453E-32  1.38871E-35  1.90204E-39
       0.975488  9.42470E-01  5.74432E-02  5.96981E-31  1.83559E-32  1.64257E-35  1.53382E-39
       1.000500  9.42468E-01  5.74431E-02  5.99093E-31  1.87946E-32  1.98437E-35  2.49039E-39
       1.025513  9.42466E-01  5.74430E-02  6.01986E-31  1.92566E-32  2.40306E-35  4.67623E-39
       1.050525  9.42464E-01  5.74428E-02  6.05611E-31  1.97372E-32  2.88588E-35  7.96523E-39
       1.075538  9.42461E-01  5.74427E-02  6.09919E-31  2.02317E-32  3.41879E-35  1.22059E-38
       1.100550  9.42459E-01  5.74426E-02  6.14869E-31  2.07357E-32  3.98695E-35  1.72281E-38
       1.125563  9.42457E-01  5.74426E-02  6.20424E-31  2.12447E-32  4.57523E-35  2.28507E-38
       1.150575  9.42455E-01  5.74425E-02  6.26552E-31  2.17548E-32  5.16877E-35  2.88899E-38
       1.175588  9.42453E-01  5.74424E-02  6.33225E-31  2.22622E-32  5.75348E-35  3.51672E-38
       1.200600  9.42451E-01  5.74424E-02  6.40418E-31  2.27634E-32  6.31656E-35  4.15176E-38
       1.225613  9.42448E-01  5.74423E-02  6.48108E-31  2.32553E-32  6.84688E-35  4.77957E-38
       1.250625  9.42446E-01  5.74423E-02  6.56277E-31  2.37351E-32  7.33536E-35  5.38815E-38
       1.275638  9.42444E-01  5.74423E-02  6.64903E-31  2.42004E-32  7.77519E-35  5.96835E-38
       1.300650  9.42442E-01  5.74423E-02  6.73966E-31  2.46490E-32  8.16193E-35  6.51399E-38
       1.325663  9.42440E-01  5.74423E-02  6.83443E-31  2.50791E-32  8.49350E-35  7.02184E-38
       1.350675  9.42437E-01  5.74423E-02  6.93311E-31  2.54892E-32  8.77008E-35  7.49129E-38
       1.375688  9.42435E-01  5.74424E-02  7.03538E-31  2.58779E-32  8.99378E-35  7.92390E-38
       1.400700  9.42433E-01  5.74424E-02  7.14093E-31  2.62442E-32  9.16836E-35  8.32278E-38
       1.425713  9.42431E-01  5.74424E-02  7.24935E-31  2.65873E-32  9.29871E-35  8.69187E-38
       1.450725  9.42428E-01  5.74425E-02  7.36020E-31  2.69064E-32  9.39047E-35  9.03519E-38
       1.475738  9.42426E-01  5.74426E-02  7.47299E-31  2.72010E-32  9.44944E-35  9.35608E-38
       1.500750  9.42424E-01  5.74426E-02  7.58714E-31  2.74709E-32  9.48115E-35  9.65658E-38
       1.525763  9.42421E-01  5.74427E-02  7.70206E-31  2.77156E-32  9.49047E-35  9.93690E-38
       1.550775  9.42419E-01  5.74428E-02  7.81707E-31  2.79349E-32  9.48127E-35  1.01952E-37
       1.575788  9.42417E-01  5.74429E-02  7.93147E-31  2.81287E-32  9.45618E-35  1.04273E-37
       1.600800  9.42414E-01  5.74430E-02  8.04455E-31  2.82969E-32  9.41656E-35  1.06271E-37
       1.625813  9.42412E-01  5.74431E-02  8.15554E-31  2.84391E-32  9.36250E-35  1.07870E-37
       1.650825  9.42410E-01  5.74433E-02  8.26369E-31  2.85552E-32  9.29301E-35  1.08983E-37
       1.675838  9.42407E-01  5.74434E-02  8.36827E-31  2.86450E-32  9.20626E-35  1.09519E-37
       1.700850  9.42405E-01  5.74435E-02  8.46856E-31  2.87080E-32  9.09993E-35  1.09396E-37
       1.725863  9.42403E-01  5.74437E-02  8.56387E-31  2.87438E-32  8.97157E-35  1.08545E-37
       1.750875  9.42400E-01  5.74438E-02  8.65357E-31  2.87520E-32  8.81901E-35  1.06919E-37
       1.775888  9.42398E-01  5.74440E-02  8.73709E-31  2.87320E-32  8.64067E-35  1.04499E-37
       1.800900  9.42395E-01  5.74441E-02  8.81394E-31  2.86832E-32  8.43588E-35  1.01300E-37
       1.825913  9.42393E-01  5.74443E-02  8.88372E-31  2.86052E-32  8.20506E-35  9.73706E-38
       1.850925  9.42391E-01  5.74444E-02  8.94611E-31  2.84973E-32  7.94989E-35  9.27924E-38
       1.875938  9.42388E-01  5.74446E-02  9.00090E-31  2.83593E-32  7.67326E-35  8.76771E-38
       1.900950  9.42386E-01  5.74448E-02  9.04797E-31  2.81909E-32  7.37924E-35  8.21604E-38
